"tfz";"totalmass";"num_tfz";"vmax";"brh";"breakclass";"total_res";"t10";"sta"
"189-2";2600;1;30;58;"G";0,9123;616,845544951963;"1"
"G1700-1";1700;1;30;12;"G";0,9107;991,994119278658;"101"
"294-2";1700;1;30;38;"G";0,9189;845,788031163284;"103"
"189-2";2700;1;30;52;"G";0,9153;624,752739433442;"105"
"189-2";2600;1;30;60;"G";0,9032;616,845544951963;"107"
"189-2";2700;1;30;50;"G";0,9091;644,359071856332;"109A"
"185CL1-1";2800;1;30;47;"G";0,904;654,906201072533;"109B"
"189-2";2600;1;30;60;"G";0,9096;616,845544951963;"111"
"185CL1-1";2600;1;30;54;"G";0,9048;624,36296541038;"113"
"189-2";2600;1;30;60;"G";0,92;616,845544951963;"115A"
"189-2";2600;1;30;60;"G";0,9623;616,845544951963;"115B"
"152-3";2700;1;30;34;"G";0,9;645,590513498152;"117"
"189-2";2700;1;30;56;"G";0,9074;644,359071856332;"119A"
"225-1";1500;1;30;58;"G";0,9231;808,937479826145;"11B"
"189-2";2700;1;30;60;"G";0,9355;644,359071856332;"121"
"Re 421-1";1500;1;30;66;"G";0,9054;534,35687320148;"123"
"189-2";2700;1;30;64;"G";0,9322;644,359071856332;"125A"
"189-2";2600;1;30;54;"G";0,9169;616,845544951963;"125B"
"189-2";2600;1;30;63;"G";0,9008;616,845544951963;"125C"
"189-2";2600;1;30;54;"G";0,9169;616,845544951963;"127A"
"189-2";2600;1;30;60;"G";0,9178;616,845544951963;"127C"
"189-2";2600;1;30;60;"G";0,9178;616,845544951963;"127D"
"189-2";2600;1;30;65;"G";0,9053;616,845544951963;"127E"
"189-2";2700;1;30;35;"G";0,9118;644,359071856332;"129"
"189-2";2600;1;30;61;"G";0,9;616,845544951963;"129A"
"Re 421-1";1500;1;30;58;"G";0,9036;534,35687320148;"131A"
"Re 421-1";1500;1;30;61;"G";0,9026;534,35687320148;"131B"
"180-1";2500;1;30;49;"G";0,9048;762,668243508505;"133A"
"152-2";2800;1;30;50;"G";0,9057;652,292161861027;"133B"
"Re 421-1";1500;1;30;55;"G";1;534,35687320148;"137"
"189-2";2700;1;30;54;"G";0,955;644,359071856332;"139A"
"180-1";2500;1;30;53;"G";0,9082;762,668243508505;"139B"
"189-2";2700;1;30;54;"G";0,9057;644,359071856332;"143"
"180-1";2600;1;30;55;"P";0,9231;754,126350349628;"143B"
"180-1";2500;1;30;54;"G";0,96;762,668243508505;"145B"
"189-2";2700;1;30;55;"G";0,9;624,752739433442;"147"
"225-1";1500;1;30;62;"G";0,9091;808,937479826145;"149"
"189-2";2700;1;30;44;"G";0,9412;644,359071856332;"15"
"294-2";1700;1;30;40;"G";1;845,788031163284;"151"
"189-2";2600;1;30;64;"G";0,9091;616,845544951963;"153"
"189-2";2600;1;30;63;"G";0,9008;616,845544951963;"155B"
"189-2";2600;1;30;64;"G";0,9241;616,845544951963;"157"
"189-2";2600;1;30;65;"G";0,9059;616,845544951963;"157A"
"189-2";2600;1;30;60;"G";0,9038;616,845544951963;"157B"
"189-2";2800;1;30;54;"G";0,9028;650,977517127246;"161"
"180-1";2600;1;30;62;"P";0,9259;754,126350349628;"163A"
"189-2";2600;1;30;56;"G";0,9012;616,845544951963;"163B"
"189-2";2700;1;30;50;"G";0,9149;644,359071856332;"165"
"189-2";2700;1;30;56;"G";0,9077;644,359071856332;"167"
