"X";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS";"T10km";"T10SYS";"STABFQ";"NAME"
1;4;"155-1";1;100;619;923;"P";73;FALSE;1;"FGz";458,883083459587;542,307877597172;1,1817996721706;"G3"
2;40086;"185-2";1;100;569;1465;"P";75;TRUE;1;"FGz";504,785618389505;542,307877597172;1,07433305910612;"G3"
3;40125;"185-2";1;100;579;1485;"P";70;TRUE;1;"FGz";507,01594844427;542,307877597172;1,06960713812098;"G3"
4;40126;"185-2";1;100;579;1465;"P";70;FALSE;1;"FGz";504,785618389505;542,307877597172;1,07433305910612;"G3"
5;40144;"185-2";1;100;534;1485;"P";75;TRUE;1;"FGz";507,01594844427;542,307877597172;1,06960713812098;"G3"
6;40145;"185-2";1;100;534;1685;"P";75;TRUE;1;"FGz";532,239092023379;542,307877597172;1,01891778662014;"G3"
7;40184;"185-2";1;100;569;1465;"P";75;TRUE;1;"FGz";504,785618389505;542,307877597172;1,07433305910612;"G3"
8;40185;"185-2";1;100;569;1485;"P";75;TRUE;1;"FGz";507,01594844427;542,307877597172;1,06960713812098;"G3"
9;40200;"189-2";1;100;594;1486;"P";70;FALSE;1;"FGz";494,787646544336;542,307877597172;1,09604166834949;"G3"
10;40216;"145-2";1;100;593;1480;"P";75;TRUE;1;"FGz";539,747305694642;746,53824117317;1,38312546129784;"s90"
11;40221;"189-2";1;100;594;1686;"P";70;TRUE;1;"FGz";517,63658211195;542,307877597172;1,04766142181173;"G3"
12;40240;"Re 421-1";2;100;605;1570;"P";70;TRUE;1;"FGz";447,989473045356;542,307877597172;1,21053710014804;"G3"
13;40260;"Re 482-2";1;100;529;1484;"P";70;FALSE;1;"Gz";502,440489484508;542,307877597172;1,07934748283039;"G3"
14;40541;"151-1";1;100;569;1678;"P";75;FALSE;1;"FGz";535,373265106904;542,307877597172;1,01295285540432;"G3"
15;40550;"185-2";1;100;569;1385;"P";72;TRUE;1;"FGz";495,255550683614;542,307877597172;1,09500615762632;"G3"
16;41082;"189-2";1;100;570;1466;"P";78;FALSE;1;"FGz";492,276021484621;542,307877597172;1,10163374596566;"G3"
17;41083;"189-2";1;100;569;1486;"P";78;FALSE;1;"FGz";494,787646544336;542,307877597172;1,09604166834949;"G3"
18;41144;"185-2";1;100;649;1685;"P";68;FALSE;1;"FGz";532,239092023379;542,307877597172;1,01891778662014;"G3"
19;41372;"155-1";1;90;549;2123;"G";75;FALSE;1;"FGz";680,651875792016;746,53824117317;1,09679891839641;"s90"
20;41666;"185-2";1;100;619;1465;"P";75;TRUE;1;"FGz";504,785618389505;542,307877597172;1,07433305910612;"G3"
21;41709;"189-2";1;100;689;1886;"G";78;TRUE;1;"GzG";571,484024749972;746,53824117317;1,3063151529035;"s90"
22;41714;"189-2";1;100;619;1686;"P";78;TRUE;1;"FGz";517,63658211195;542,307877597172;1,04766142181173;"G3"
23;41748;"189-2";1;90;629;1886;"G";69;FALSE;1;"GzG";580,767307352983;746,53824117317;1,28543434129538;"s90"
24;41780;"185-2";1;90;669;1785;"G";90;TRUE;1;"GzG";580,964814105351;746,53824117317;1,28499734071295;"s90"
25;41859;"185-2";1;100;569;1685;"P";87;FALSE;1;"FGz";532,239092023379;542,307877597172;1,01891778662014;"G3"
26;41946;"185-2";1;100;599;1685;"P";78;FALSE;1;"FGz";532,239092023379;542,307877597172;1,01891778662014;"G3"
27;42006;"145-2";1;100;593;1380;"P";70;FALSE;1;"FGz";524,825985718189;542,307877597172;1,03330988242714;"G3"
28;42017;"145-2";1;100;593;1680;"P";70;TRUE;1;"FGz";569,942699898337;746,53824117317;1,30984788700045;"s90"
29;42018;"145-2";1;100;593;1380;"P";70;FALSE;1;"FGz";524,825985718189;542,307877597172;1,03330988242714;"G3"
30;42021;"145-2";1;100;593;1680;"P";70;TRUE;1;"FGz";569,942699898337;746,53824117317;1,30984788700045;"s90"
31;42027;"145-2";1;100;593;1680;"P";70;TRUE;1;"FGz";569,942699898337;746,53824117317;1,30984788700045;"s90"
32;42028;"145-2";1;100;593;1380;"P";70;FALSE;1;"FGz";524,825985718189;542,307877597172;1,03330988242714;"G3"
33;42066;"Re 482-2";1;100;539;1484;"P";70;TRUE;1;"FGz";502,440489484508;542,307877597172;1,07934748283039;"G3"
34;42067;"Re 482-2";1;100;539;1684;"P";70;FALSE;1;"FGz";525,222595878138;542,307877597172;1,03252960145492;"G3"
