"X";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS";"T10km";"T10SYS";"STABFQ";"NAME"
1;42578;"185-2";1;120;569;1435;"P";78;TRUE;1;"NGz";484,798553022348;502,506316794503;1,03652602439046;"G3"
2;42581;"185-2";1;120;559;1605;"P";78;TRUE;1;"FGz";497,190908863402;502,506316794503;1,01069087917004;"G3"
3;44422;"4370-1";1;100;619;1190;"P";70;FALSE;1;"NGz";472,238688882489;502,506316794503;1,06409391823368;"G3"
4;50033;"152-3";1;120;719;1482;"P";82;TRUE;1;"FGz";484,499134212198;502,506316794503;1,03716659393331;"G3"
5;50221;"152-3";1;120;589;1287;"P";78;TRUE;1;"FGz";471,727283388798;502,506316794503;1,06524751586254;"G3"
6;51408;"155-1";1;100;619;1723;"P";65;FALSE;1;"FGz";518,721061789015;644,51326657475;1,24250452517176;"s90"
7;51475;"185-2";1;100;689;1625;"P";69;TRUE;1;"FGz";498,696143194552;502,506316794503;1,00764027083816;"G3"
8;51479;"185-2";1;100;719;1675;"P";69;TRUE;1;"FGz";502,506316794503;502,506316794503;1;"G3"
9;51487;"185-2";1;120;719;1585;"P";70;TRUE;1;"FGz";495,696113394367;502,506316794503;1,01373866612248;"G3"
10;51571;"185-2";1;100;719;1675;"P";68;FALSE;1;"FGz";502,506316794503;502,506316794503;1;"G3"
11;51575;"185-2";1;100;719;1675;"P";68;FALSE;1;"FGz";502,506316794503;502,506316794503;1;"G3"
12;51577;"185-2";1;100;699;1675;"P";68;FALSE;1;"FGz";502,506316794503;502,506316794503;1;"G3"
13;51579;"185-2";1;100;719;1675;"P";68;FALSE;1;"FGz";502,506316794503;502,506316794503;1;"G3"
14;51581;"152-3";1;120;719;1462;"P";70;TRUE;1;"FGz";483,160130391067;502,506316794503;1,04004094126677;"G3"
15;51802;"155-1";1;100;619;1573;"P";71;FALSE;1;"FGz";504,84328877338;644,51326657475;1,27666006641532;"s90"
16;51808;"155-1";1;100;619;1458;"P";71;FALSE;1;"FGz";494,930748162573;644,51326657475;1,30222918856325;"s90"
17;51820;"185-2";1;100;719;1485;"P";70;FALSE;1;"FGz";488,371856631382;502,506316794503;1,02894200386692;"G3"
18;51826;"185-2";1;100;709;1685;"P";70;FALSE;1;"FGz";503,276651688776;502,506316794503;1;"G3"
19;51828;"185-2";1;100;719;1485;"P";70;FALSE;1;"FGz";488,371856631382;502,506316794503;1,02894200386692;"G3"
20;51838;"185-2";1;100;719;1485;"P";70;FALSE;1;"FGz";488,371856631382;502,506316794503;1,02894200386692;"G3"
21;51841;"155-1";1;100;589;1553;"P";68;FALSE;1;"FGz";503,07777241435;644,51326657475;1,28114041588764;"s90"
22;51845;"155-1";1;100;509;1423;"P";68;FALSE;1;"FGz";492,022352499543;644,51326657475;1,30992680170023;"s90"
23;51849;"155-1";1;100;589;1553;"P";68;FALSE;1;"FGz";503,07777241435;644,51326657475;1,28114041588764;"s90"
24;51880;"185-2";1;100;719;1615;"P";70;FALSE;1;"FGz";497,9422080962;502,506316794503;1,00916594059329;"G3"
25;51882;"185-2";1;100;719;1615;"P";70;FALSE;1;"FGz";497,9422080962;502,506316794503;1,00916594059329;"G3"
26;52263;"155-1";1;100;719;1723;"P";66;FALSE;1;"FGz";518,721061789015;644,51326657475;1,24250452517176;"s90"
27;52264;"155-1";1;100;719;1323;"P";69;FALSE;1;"FGz";483,963555387067;502,506316794503;1,03831437553724;"G3"
28;60029;"185-2";1;100;719;1685;"P";69;FALSE;1;"FGz";503,276651688776;502,506316794503;1;"G3"
29;60146;"155-1";1;100;659;1323;"P";72;FALSE;1;"FGz";483,963555387067;502,506316794503;1,03831437553724;"G3"
30;62530;"185-2";1;100;469;1485;"P";70;TRUE;1;"NGz";488,371856631382;502,506316794503;1,02894200386692;"G3"
31;63342;"143-6";2;100;584;965;"P";70;TRUE;1;"NGz";440,744493574467;502,506316794503;1,1401306746209;"G3"
32;69158;"182-2";1;120;720;1616;"P";78;TRUE;1;"FGz";493,42282829846;502,506316794503;1,0184091371033;"G3"
33;91297;"Re 482-2";1;100;599;1864;"G";70;TRUE;1;"GzG";541,492541228415;644,51326657475;1,19025326759372;"s90"
34;91298;"Re 482-2";1;100;549;1884;"G";70;TRUE;1;"FGz";543,065232827141;644,51326657475;1,18680634961565;"s90"
35;95058;"185-2";1;100;579;1680;"P";68;FALSE;1;"FGz";502,89113159672;502,506316794503;1;"G3"
36;95059;"185-2";1;100;589;1680;"P";68;TRUE;1;"FGz";502,89113159672;502,506316794503;1;"G3"
37;95394;"183-1";1;80;589;1917;"P";75;TRUE;1;"NGz";567,987139053991;567,987139053991;1;"no"
38;95442;"185-2";1;100;701;1335;"P";62;TRUE;1;"NGz";477,8172404082;502,506316794503;1,05167054325041;"G3"
